Project Number;Project SDGs;Project Name;Source;Status;Type of Partnership;Type of project;SDG scope;Description;Start Date;End Date;Partners;Info Link;Project Link
3839;3,6,12;Global Mercury Partnership;Academic Literature;Checked - In;MSP;INI;3,6;The Global Mercury Partnership, facilitated by the United Nations Environment Programme (UNEP), is a global collaborative platform designed to reduce mercury use and emissions to protect human health and the environment. Established under the UNEP’s mercury program, the partnership supports countries in implementing the Minamata Convention on Mercury by sharing knowledge, best practices, and technical assistance. It brings together governments, industry, academia, and civil society to foster coordinated action on mercury across sectors such as artisanal and small-scale gold mining, coal combustion, and industrial processes. The partnership focuses on capacity building, awareness raising, and promoting alternatives to mercury use, working to minimize risks and promote sound management of mercury-containing waste. By facilitating stakeholder engagement and fostering innovative solutions, the Global Mercury Partnership contributes to global efforts toward mercury pollution reduction, sustainable development, and public health protection.;01 January 2005;ongoing;UNEP, UNIDO, UNDP, World Health Organization (WHO), World Bank, International Labour Organization (ILO), governments of Norway, Switzerland, Japan, United States, and Canada, International Union of Pure and Applied Chemistry (IUPAC), Artisanal Gold Council, Natural Resources Defense Council (NRDC), Zero Mercury Working Group (ZMWG), International POPs Elimination Network (IPEN), private sector and civil society partners engaged in mercury reduction initiatives;https://www.unep.org/globalmercurypartnership/;N/A
3840;3;Global Fund to Fight AIDS, Tuberculosis and Malaria;Academic Literature;Checked - In;MSP;INI;3;The Global Fund is a partnership organization designed to accelerate the end of AIDS, tuberculosis, and malaria as epidemics. Founded in 2002, it mobilizes and invests more than US$4 billion annually to support programs run by local experts in more than 100 countries. The Global Fund’s unique model brings together governments, civil society, the private sector, and people affected by these diseases to invest in sustainable health systems and drive impact where the need is greatest. It focuses on building resilient and sustainable systems for health, ensuring equitable access to prevention, treatment, and care, and advancing human rights and gender equality in health responses. By leveraging innovative financing and performance-based funding, the Global Fund enhances country ownership and accountability. Its work has contributed to significant reductions in disease burden and mortality, playing a pivotal role in global health progress and aligning with the Sustainable Development Goals.;01 January 2002;ongoing;World Health Organization (WHO), UNAIDS, UNICEF, World Bank, Gavi, the Vaccine Alliance, UNDP, governments of donor and implementing countries, private sector partners (including the Gates Foundation, Chevron, and Product (RED)), civil society and community-based organizations, and local health ministries across 100+ countries;https://www.theglobalfund.org/en/;N/A
3841;3;Stop TB Partnership;Academic Literature;Checked - In;MSP;INI;3;The Stop TB Partnership is a United Nations_hosted entity, administered by UNOPS in Geneva, that brings together over 1,600 partner organizations—including governments, research institutions, NGOs, civil society, community groups, and the private sector—in a collective force to end tuberculosis globally. Founded in 2001, the Partnership provides unified leadership and representation for the TB community, advances global advocacy, and funds innovative strategies to find, treat, and cure those affected by TB. It shapes markets for diagnostics and medicines, enhancing access by reducing costs, improving forecasting, and preventing stock_outs. Through initiatives like the Global Drug Facility and TB_REACH, it expands access to quality tools and funds innovation tailored to reach underserved communities. The Partnership centers people—empowering communities and promoting rights_based, gender_transformative care—and continues to coordinate global efforts under a shared vision of a world free of TB by 2030.;01 January 2001;ongoing;UNOPS, World Health Organization (WHO), UNICEF, Global Fund to Fight AIDS, Tuberculosis and Malaria, USAID, Gates Foundation, Global Drug Facility (GDF), TB REACH, KNCV Tuberculosis Foundation, Stop TB Partnership Board, governments of high-burden countries, research institutions, civil society organizations, and private-sector health innovators;https://www.stoptb.org/;N/A
3842;3;Roll-Back Malaria;Academic Literature;Checked - In;MSP;INI;3;The RBM Partnership to End Malaria—originally launched as Roll Back Malaria in 1998 by WHO, UNICEF, UNDP, and the World Bank—is the global platform for coordinated action against malaria. Its mission is to mobilize partners, shape consensus, and scale up malaria control efforts at country levels to reduce morbidity and mortality through universal coverage and strengthened health systems. Over two decades, the Partnership spurred a more than 1,000% rise in malaria funding, distributed over one billion insecticide-treated bed nets across Africa, and saved seven million lives, preventing over a billion malaria cases. After surpassing its initial goal to “roll back” malaria, RBM evolved to set a bolder ambition: ending malaria for good.;01 January 1998;ongoing;World Health Organization (WHO), UNICEF, UNDP, The World Bank, UNOPS, Global Fund to Fight AIDS, Tuberculosis and Malaria, USAID, Gates Foundation, African Leaders Malaria Alliance (ALMA), Gavi, the Vaccine Alliance, Malaria No More, PATH, Medicines for Malaria Venture (MMV), civil society coalitions, academic and research institutions, national malaria control programs, and private-sector partners;https://endmalaria.org/;N/A
3843;3,5;Partnership for Maternal, Newborn & Child Health ;Academic Literature;Checked - In;MSP;INI;3;Established in 2005, PMNCH is the world’s largest alliance for women’s, children’s, and adolescents’ health, encompassing over 1,250 partner institutions across ten constituencies, including governments, UN agencies, NGOs, youth groups, academic institutions, private sector entities, and funders. Hosted by WHO in Geneva, PMNCH provides a unique platform for stakeholders to align objectives, strategies, and resources to advance sexual, reproductive, maternal, newborn, child, and adolescent health—driving effective financing, policies, and service delivery with no one left behind. Its 2021–2025 strategy underscores the importance of global cooperation, human rights, and equity in rebuilding health systems amid challenges such as the COVID_19 pandemic.;01 January 2005;ongoing;Full list of partners dashboard: https://lookerstudio.google.com/u/0/reporting/67a60ad2-8106-449e-be59-305777a64644/page/sOs3C?s=iN75MZL0oy0;https://pmnch.who.int/;N/A
3844;3,5;Every Woman Every Child Initiative;Academic Literature;Checked - In;MSP;INI;3;Every Woman Every Child is an unprecedented global movement, spearheaded by UN Secretary-General Ban Ki-moon, that mobilizes and intensifies international and national action by governments, the UN, multilaterals, the private sector, and civil society to address the major health challenges facing women, children, and adolescents. Its main objective is to end all preventable deaths of women, children, and adolescents within a generation and ensure that they thrive within a lifetime. The initiative has played a transformative role—credited with saving 2.4 million women and children from preventable deaths—through powerful advocacy, strategic partnerships, and an equity-driven focus on health indicators globally.;01 January 2010;ongoing;United Nations (UN Secretariat), World Health Organization (WHO), UNICEF, UNFPA, UN Women, UNAIDS, World Bank Group, Gavi (the Vaccine Alliance), Global Fund to Fight AIDS, Tuberculosis and Malaria, Partnership for Maternal, Newborn & Child Health (PMNCH), Every Woman Every Child Latin America and Caribbean, White Ribbon Alliance, Women Deliver, Bill & Melinda Gates Foundation, Save the Children, International Planned Parenthood Federation (IPPF), Global Financing Facility (GFF), governments of UN Member States, youth networks, civil society organizations, and private-sector partners;https://sustainabledevelopment.un.org/sdinaction/everywomaneverychild;N/A
3845;2;Scaling Up Nutrition;Academic Literature;Checked - In;MSP;INI;2;Launched by the UN in 2010, the Scaling Up Nutrition (SUN) Movement is a country-led, multi-sectoral global push united behind the belief that good nutrition is the best investment of the future. It is a collaborative movement led by 60 countries and four Indian states, working across sectors including civil society, development partners, business enterprises, and researchers, to align national nutrition priorities and scale up policies and programs to end malnutrition by 2030 in an equitable and sustainable way.;01 January 2010;ongoing;4,000 civil society organizations, 1,400 businesses, 5 UN agencies and a group of international donors and foundations;https://scalingupnutrition.org/;N/A
3846;2;Global Alliance for Improved Nutrition (GAIN);Academic Literature;Checked - In;MSP;INI;2;GAIN is a Swiss-based alliance launched at the United Nations in 2002, driven by a vision of a world without malnutrition. It works through public–private partnerships with governments, businesses, and civil society to transform food systems so they deliver more nutritious foods for all people, especially the most vulnerable. The alliance’s mission is to improve the consumption of healthier and safe diets by enhancing the availability, affordability, desirability, and sustainability of nutritious foods and reducing consumption of unhealthy and unsafe options. Currently, GAIN-supported nutrition programs are reaching hundreds of millions of vulnerable people across more than 30 countries. ;01 January 2002;ongoing;World Food Programme (WFP), UNICEF, World Health Organization (WHO), Food and Agriculture Organization (FAO), International Fund for Agricultural Development (IFAD), Bill & Melinda Gates Foundation, USAID, UK Foreign, Commonwealth & Development Office (FCDO), Government of the Netherlands, Government of Switzerland, Rockefeller Foundation, Scaling Up Nutrition (SUN) Movement, Global Financing Facility (GFF), private-sector partners (e.g., DSM, Cargill, Danone, Unilever), civil society organizations, and national ministries of health and agriculture in over 30 countries;https://www.gainhealth.org/about/who-we-are/vision-and-mission;N/A
3847;2;Alliance for a Green Revolution in Africa (AGRA);Academic Literature;Checked - In;MSP;INI;2;AGRA is a proudly African-led, Africa-based partnership—established in 2006—with a mission to help millions of smallholder farmers and their families lift themselves out of poverty and hunger by delivering practical agricultural innovations. Operating under an African leadership model, the organization supports smallholder farmers by improving production, livelihoods, and food security through climate-smart solutions and access to markets. AGRA works closely with African governments and stakeholders to scale context-specific strategies across the continent.;01 January 2006;ongoing;African Union (AU), African Development Bank (AfDB), International Fund for Agricultural Development (IFAD), World Bank, Bill & Melinda Gates Foundation, Rockefeller Foundation, USAID, UK Foreign, Commonwealth & Development Office (FCDO), Mastercard Foundation, Syngenta Foundation for Sustainable Agriculture, Government of Kenya, Government of Ghana, Government of Nigeria, Government of Tanzania, African Fertilizer and Agribusiness Partnership (AFAP), CGIAR, International Institute of Tropical Agriculture (IITA), Alliance for a Green Revolution in Africa (AGRA) country programs, national farmer associations, and private agribusinesses across Africa;https://agra.org/;N/A
3848;4;Global Partnership for Education (GPE);Academic Literature;Checked - In;MSP;INI;4;The Global Partnership for Education is the world’s largest global fund and multi-stakeholder partnership solely dedicated to transforming education in lower-income countries, focused on delivering quality education so that every girl and boy can have hope, opportunity, and agency. It supports governments to strengthen education systems by promoting inclusive policy dialogue, aligning external financing with national priorities, and providing both funding and technical expertise to catalyze reforms and lock in long-term change. GPE helps countries develop sector-wide education plans, linking donor support to policy performance and accountability. In responding to crises—like the COVID_19 pandemic—it works to ensure that vulnerable students, especially the poorest girls, remain in learning environments, supports safe school reopening, and helps governments safeguard education spending.;01 January 2002;ongoing;World Bank (host organization), UNESCO, UNICEF, UNHCR, Global Education Cluster, Education Cannot Wait (ECW), Organisation Internationale de la Francophonie (OIF), African Union, European Union, OECD, Global Campaign for Education (GCE), Education International, Save the Children, Plan International, World Vision, USAID, UK Foreign, Commonwealth & Development Office (FCDO), Global Affairs Canada, NORAD, Australian DFAT, Japan International Cooperation Agency (JICA), France’s AFD, Germany’s BMZ, Dubai Cares, Open Society Foundations, LEGO Foundation, Hewlett Foundation, CIFF, and multiple national education ministries in over 90 partner countries;https://www.globalpartnership.org/;N/A
3850;3,16;World Anti-Doping Agency (WADA);Academic Literature;Checked - In;MSP;INI;3;Established in 1999 and co-founded by the International Olympic Committee and governments from over 140 nations, WADA leads a collaborative worldwide movement for doping-free sport. Its mission is to develop, harmonize, coordinate, and monitor anti-doping rules and policies across all sports and countries, driven by a unique partnership between the Sport Movement and public authorities. WADA’s work includes scientific research, education, capacity development, oversight of the World Anti-Doping Code, and tools such as the Anti-Doping Education & Learning Platform (ADEL) and the Anti-Doping Administration & Management System (ADAMS).;01 January 1999;ongoing;International Olympic Committee (IOC), UNESCO, United Nations Office on Drugs and Crime (UNODC), International Testing Agency (ITA), Interpol, World Health Organization (WHO), Council of Europe, International Paralympic Committee (IPC), national anti-doping organizations (NADOs), regional anti-doping organizations (RADOs), international sports federations, national governments of over 140 countries, and major sporting bodies (FIFA, World Athletics, FINA, UCI, etc.);https://www.wada-ama.org/en;N/A
3852;3,6;The Global Handwashing Partnership (GHP);Academic Literature;Checked - In;MSP;INI;3,6;The Global Handwashing Partnership is a coalition of international stakeholders dedicated to promoting handwashing with soap and recognizing hygiene as a fundamental pillar of international development and public health. Established in 2001, the partnership brings together organizations from multiple sectors, including government agencies, multilateral organizations, corporations, non-governmental organizations, and academic institutions. The GHP works to save children’s lives and improve health by promoting the important habit of handwashing with soap. Its mission is to ensure that handwashing with soap becomes a routine part of everyday life, especially in communities where it can have the most impact. Through advocacy, behavior change campaigns, and the promotion of Global Handwashing Day, the GHP aims to increase awareness and encourage the practice of handwashing with soap to prevent infections and save lives. By collaborating with various stakeholders, the GHP strives to integrate hand hygiene into national and global health agendas, ensuring that it receives the attention and resources it deserves. Their efforts contribute to achieving broader health and development goals, including reducing child mortality and improving overall public health outcomes.;01 January 2001;ongoing;FHI 360, UNICEF, USAID, World Bank, WHO, CDC, WaterAid, Unilever, Procter & Gamble, Save the Children, WSSCC, Lifebuoy, academic institutions, and national health ministries;https://globalhandwashing.org/;N/A
3853;3;Harnessing Non-State Actors for Better Health for the Poor platform (HANSHEP);Academic Literature;Checked - In;MSP;INI;3;HANSHEP is a collaborative initiative that brings together development agencies, country governments, and non-state actors to improve health outcomes for the poor by leveraging the contributions of non-state actors in delivering better healthcare. The platform focuses on enhancing the performance of non-state actors in the health sector through evidence generation, policy influence, and knowledge sharing. HANSHEP aims to create a more effective and equitable health system by recognizing and strengthening the role of non-state actors, including non-governmental organizations, private sector entities, and community-based organizations. Through its activities, HANSHEP seeks to inform policies, disseminate evidence, and facilitate learning and collaboration among stakeholders. By fostering partnerships and promoting the integration of non-state actors into health systems, HANSHEP contributes to the achievement of universal health coverage and improved health outcomes for underserved populations.;01 January 2010;ongoing;UK Foreign, Commonwealth & Development Office (FCDO), World Bank, USAID, Bill & Melinda Gates Foundation, Rockefeller Foundation, GIZ, African Health Markets for Equity (AHME), and national health ministries;https://coregroup.org/our-work/programs/hanshep-harnessing-non-state-actors-for-better-health-for-the-poor/;N/A
3854;3;Global Financing Facility;Academic Literature;Checked - In;MSP;INI;3;The Global Financing Facility is a country-led partnership hosted at the World Bank that fights poverty and inequity by advancing the health and rights of women, children, and adolescents. The GFF supports countries to strengthen health systems and improve access to care through prioritized plans, aligned public and private financing, and policy reform. It provides technical assistance and funding to partner countries through grants from its dedicated multidonor trust fund, ensuring that resources are directed towards the most pressing health needs and enabling countries to implement comprehensive health plans that address reproductive, maternal, newborn, child, and adolescent health and nutrition. By focusing on country-led solutions and fostering collaboration among governments, development partners, and the private sector, the GFF aims to accelerate progress towards universal health coverage and the achievement of the Sustainable Development Goals.;01 January 2015;ongoing;World Bank, WHO, UNICEF, UNFPA, Gavi, the Global Fund, USAID, Gates Foundation, UPS, Rockefeller Foundation, Canada, Norway, Germany, Japan, the Netherlands;https://www.globalfinancingfacility.org/about;N/A
3869;3;Pineapple Homes Consortium;ECOSOC Partnership Forum;Checked - In;MSP;INI;3;The Pineapple Homes Consortium focuses on retrofitting homes in the UK to improve energy efficiency and sustainability, particularly in the social housing sector. Pineapple collaborates with various partner organizations in the private sector such as Places for People, NatWest and Centrica. The partnership unites housing, finance, and technology industries to address costs, skills shortages, and data gaps. By leveraging subsidies and economies of scale, it has developed an affordable, scalable model for net-zero retrofits, creating healthier living environments and reducing health risks. Geographical Scope: National, United Kingdom;13 August 2024;ongoing;Places for People, NatWest, British Gas, Sero, Tallarna, Pineapple Sustainable Partnerships;https://www.pineapplepartnerships.com/impact;N/A
3870;6;Sanitation and Water for All (SWA);UN Water Action Agenda;Checked - In;MSP;INI;6;Sanitation and Water for All is a global, multi-stakeholder partnership of governments, civil society, private sector, UN agencies, external support agencies and research and learning institutions, united around a single vision: sanitation, water and hygiene for all, always, everywhere. The Partnership works to build and sustain political will to eliminate inequalities in WASH (water, sanitation and hygiene), champion multi-stakeholder approaches toward universal access, and rally stakeholders to strengthen system performance and attract new investments. SWA brings together diverse constituencies—from national governments, utilities/regulators, donors, development banks, private sector and civil society—to support government-led sector planning, coordinate action, enhance transparency and accountability through a unique Mutual Accountability Mechanism, and ensure that investments in water and sanitation are used effectively. Through high-level meetings and country-level processes, SWA advocates for prioritization of water and sanitation in national development agendas, supports capacity development and institutional strengthening, and fosters inclusive governance—especially ensuring that vulnerable populations, including women and girls, are given voice. In doing so, SWA seeks to accelerate progress toward the water and sanitation targets of the 2030 Agenda.;01 January 2010;ongoing;Governments, utilities & regulators, external support agencies/donors, civil society organisations, research & learning institutions, private sector;https://www.sanitationandwaterforall.org/;N/A
3871;6;Integrated Monitoring Initiative for SDG 6;UN Water Action Agenda;Checked - In;MSP;INI;6;The Integrated Monitoring Initiative for SDG 6 is a concerted effort coordinated by UN-Water that brings together the United Nations agencies mandated to compile country data on water and sanitation, aiming to accelerate the achievement of the global goal of ensuring availability and sustainable management of water and sanitation for all. The initiative supports countries in monitoring water- and sanitation-related issues by providing guidance, technical capacity, and methodological support for collecting, analyzing and reporting the full range of SDG 6 global indicators—from safely managed drinking water and sanitation, to wastewater treatment, water-use efficiency, ecosystem health, transboundary water cooperation, and stakeholder participation. IMI-SDG6 emphasizes evidence-based policy making: by increasing the availability of high-quality, disaggregated and comparable data, it strengthens accountability, informs investments and decision-making, and helps governments and stakeholders to track progress, identify gaps, and mobilize resources. Through coordinated data gathering, capacity development, and support to national monitoring frameworks, IMI-SDG6 plays a critical role in transforming raw data into actionable insights—ensuring that water, sanitation and ecosystem-management policies reflect real-world conditions, and that progress towards SDG 6 remains transparent, measurable and inclusive across countries.;01 January 2015;ongoing;Food and Agriculture Organization (FAO), United Nations Environment Programme (UNEP), United Nations Economic Commission for Europe (UNECE), UNESCO, UN-Habitat, UNICEF, World Health Organization (WHO), World Meteorological Organization (WMO);https://www.unwater.org/our-work/integrated-monitoring-initiative-sdg-6;N/A
3873;6;World Water Quality Alliance;UN Water Action Agenda;Checked - In;MSP;INI;6;The World Water Quality Alliance is a global, voluntary, multi-stakeholder network convened by the UN Environment Programme (UNEP), bringing together science, policy, civil society, private sector and other stakeholders to strengthen evidence-based action on water quality in support of the 2030 Agenda. The Alliance works to bridge scientific knowledge and data with concrete management and policy actions, promoting open data access, collaborative research, and development of tools, guidelines and capacity-building resources that support monitoring, assessment, protection and restoration of freshwater quality. Through its various workstreams, WWQA supports countries and communities to identify water-quality risks, develop tailored water-quality management and remediation approaches, and safeguard both human health and ecosystem integrity. The Alliance emphasizes inclusive participation, involving local communities, youth and diverse stakeholders to ensure water-quality solutions are grounded in local contexts and driven by democratic processes. By linking global expertise with local actions and prioritizing data-driven water-quality interventions, WWQA contributes to sustainable water management, pollution mitigation, ecosystem protection and the broader goal of safe, clean water for all.  ;01 November 2018;ongoing;United Nations Environment Programme (UNEP), World Meteorological Organization (WMO), United Nations Educational, Scientific and Cultural Organization (UNESCO), European Commission Joint Research Centre (JRC), research institutions, civil society organizations, private sector entities, 50+ other organisations;https://wwqa.info/;N/A
3874;6;Water and Climate Coalition;UN Water Action Agenda;Checked - In;MSP;INI;6;The Water and Climate Coalition is a multi-stakeholder initiative established to address interlinked water and climate challenges by promoting integrated water–climate action, building data and information systems, strengthening operational capacity, and informing policy development. The Coalition brings together UN bodies, intergovernmental organizations, NGOs, civil society and private-sector actors to collaboratively implement solutions across data & information, capacity development, financing, governance and innovation streams. Its work aims to strengthen resilience of water systems in the face of climate change, support sustainable water management, and align water-sector planning with climate adaptation and mitigation efforts. By offering a flexible, action-oriented platform rather than a bureaucratic structure, the Water and Climate Coalition fosters pragmatic, cross-sectoral collaboration to support SDG 6 (water and sanitation for all) and climate-related environmental sustainability goals—ensuring water security in a changing climate and promoting long-term resilience through integrated approaches. ;18 March 2021;ongoing;World Meteorological Organization (WMO), World Health Organisation (WHO), United Nations Environment Programme (UNEP), United Nations Development Programme (UNDP), United Nations Economic Commission for Europe (UNECE), Food and Agriculture Organization (FAO), United Nations Educational, Scientific and Cultural Organization (UNESCO), United Nations University (UNU), United Nations Children’s Emergency Fund (UNICEF), International Fund for Agricultural Development (IFAD), Global Water Partnership;https://water-climate-coalition.org/;N/A
3875;6;Hand Hygiene for All initiative;UN Water Action Agenda;Checked - In;MSP;INI;6;Hand Hygiene for All is a global initiative led by the World Health Organization (WHO) and the UNICEF, established to implement WHO’s global hand hygiene recommendations, promote lasting infrastructure and behaviour change, and make hand hygiene an integral part of national health, sanitation and development planning beyond the immediate pandemic response. The initiative emphasises a comprehensive three-stage approach—Responding to urgent sanitary needs, Rebuilding infrastructure and services, and Reimagining hand hygiene in societies long-term. Through securing political leadership, strengthening institutional and regulatory environments, ensuring access to hygiene infrastructure (soap, water, handwashing stations) across homes, health care facilities, schools, workplaces and public spaces, and applying evidence-based behaviour-change strategies, Hand Hygiene for All strives to prevent disease transmission (including COVID-19 and antimicrobial resistance), improve public health, and embed hygiene as a foundational public good. The initiative aligns closely with broader Water, Sanitation and Hygiene (WASH) efforts and supports achievement of global health equity, universal hygiene access and sustainable development.;26 June 2020;ongoing;World Health Organization (WHO), UNICEF, Africa Civil Society Network on Water and Sanitation, AMCOW, COVID-19 Hygiene Hub, Global Handwashing Partnership, International Labour Organization (ILO), Sanitation and Water for All (SWA), UNHCR, WaterAid, World Bank, World Economic Forum;https://www.who.int/initiatives/hand-hygiene-for-all-global-initiative;N/A
3877;3;Diabetes Fiji Inc.;SIDS Partnership Framework;Checked - In;MSP;INI;3;Diabetes Fiji Inc. is a Fijian charitable trust, re-established in 2012 to continue the work of the former National Diabetes Foundation. As a member of the International Diabetes Federation (IDF), DFI’s mission is to steer Fiji’s national solidarity in combating diabetes by promoting prevention, care and management. It empowers people living with or at risk of diabetes through awareness campaigns, community outreach, education on risk factors, and advocacy for healthy lifestyles. DFI supports health-care systems to provide affordable and sustainable services, and runs projects such as foot-care clinics, telemedicine support, and diabetic-care screening. It also emphasises public-policy advocacy to create environments conducive to diabetes control and works to engage caregivers, families, and communities in supporting people with diabetes.  ;01 January 2012;ongoing;Ministry of Health and Medical Services (Fiji), Secretariat of the Pacific Community, USAID, JICA, LDS Charities, International Republican Institute, Insulin for Life Australia, World Diabetes Foundation, Aspen Medical, Kontiki Finance, Makan Drugs Ltd, Equal Meds, community peer-support groups, local pharmacies and medical suppliers;https://diabetesfiji.com/;N/A
3881;3;SDG Partnership Platform (Kenya);The SDG Partnership Guidebook;Checked - In;MSP;INI;2,3;The SDG Partnership Platform (Kenya) was launched in 2017 by the Government of Kenya with support from the UN system as a flagship mechanism to accelerate achievement of the Sustainable Development Goals through large-scale, cross-sectoral collaboration. The Platform convenes government agencies, private sector actors, philanthropy, civil society, academia, development partners and UN entities to co-create “SDG Accelerator Windows” focused initially on Primary Healthcare (universal health coverage) and Food & Nutrition Security, and later planned to extend into affordable housing, manufacturing and skills training. Its mission is to mobilize innovative financing, partnerships and impact investment to deliver social services and development outcomes under Kenya’s “Big Four” national agenda — shifting SDG efforts from traditional funding to sustainable financing and partnership-driven implementation.;01 September 2017;ongoing;Government of Kenya, United Nations Country Team in Kenya, UN DP, UNFPA, UNICEF, WHO, development partners, private sector companies (e.g., Philips, Merck, AstraZeneca, Huawei), civil society organisations, philanthropy (e.g., Rockefeller Foundation);https://partnershipaccelerator.org/library/?module=Kenya#kenya_platform;N/A
3887;17;NCD Alliance;The SDG Partnership Guidebook;Checked - In;MSP;INI;3;The NCD Alliance is a global civil-society network, formally established in 2009 in Geneva, that unites hundreds of organisations worldwide across disease groups, risk factors, regions and sectors to tackle noncommunicable diseases (NCDs) — such as cancer, diabetes, chronic respiratory disease, cardiovascular disease, mental health and more. Its mission is to drive global and national action on NCD prevention and care so that everyone can live a healthy and productive life, free from preventable suffering, stigma, disability and death caused by NCDs. NCDA uses targeted advocacy, global convenings, and partnership-building to push for stronger health-promoting policies, increased and equitable access to prevention and care, sustainable financing, and civil-society engagement, while working with governments, UN agencies, NGOs, the private sector and people living with NCDs. Through global advocacy, capacity building, evidence generation and multisectoral collaboration, NCDA seeks to reduce premature mortality, promote health equity and ensure that NCDs remain a priority under the 2030 Agenda and universal health-coverage frameworks.;01 January 2009;ongoing;The Union Against Tuberculosis and Lung Disease, International Diabetes Federation (IDF), Union for International Cancer Control (UICC), World Heart Federation, American College of Cardiology, American Heart Association, Cancer Research UK, FDI World Dental Federation, Global Alliance for Patient Access (GAfPA), Global Initiative for Chronic Obstructive Lung Disease (GOLD), International Federation of Psoriasis Associations (IFPA), Resolve to Save Lives (RTSL), The George Institute for Global Health, Vital Strategies, World Obesity Federation, Swedish International Development Cooperation Agency (SIDA), AstraZeneca, Boehringer Ingelheim, Bristol-Myers Squibb, Eli Lilly and Company, Novo Nordisk, Roche, Sanofi, Vantive, Viatris, Beyond Type 1, Bloomberg Philanthropies, Clean Air Fund, Novo Nordisk Foundation, Helmsley Charitable Trust, World Diabetes Foundation;https://ncdalliance.org/;N/A
3892;3;The Fleming Fund;UNITE TO IGNITE report;Checked - In;MSP;INI;3;"The Fleming Fund is a UK aid programme hosted by the UK Department of Health and Social Care that supports low- and middle-income countries to generate, share and use high-quality antimicrobial resistance (AMR) data; working through country grants, laboratory and surveillance strengthening, capacity building, regional reference centres and technical assistance, the Fund invests in national AMR surveillance systems, quality assurance, data analysis and evidence translation so policymakers, clinicians and regulators can design effective stewardship, infection prevention and control, and public-health responses that reduce the threat of drug resistance.";01 January 2015;ongoing;UK Department of Health & Social Care (DHSC), Mott MacDonald (Fund Manager), United Nations agencies (FAO, WHO, WOAH), national governments, public health institutes, reference laboratories, universities, civil society organisations, private laboratories, AMR experts;https://www.flemingfund.org/;N/A
3893;17;Aliarse (Costa Rica);UNITE TO IGNITE report;Checked - In;MSP;INI;3;"Fundación Aliarse is a Costa Rican multi-stakeholder foundation that mobilises the private sector toward climate action and sustainable development by promoting public–private collaboration, corporate social responsibility and capacity building; its mission is to improve people’s well-being through multisector alliances, delivering programs on waste management, water stewardship, social inclusion and training courses, and partnering with businesses, public institutions and civil society to design locally relevant projects that strengthen resilience, close equity gaps and foster sustainability at community and national levels.";01 January 2002;ongoing;Costa Rican Ministry of Education, Costa Rican Ministry of Health, private companies in Costa Rica, national NGOs, universities, international donors;https://aliarse.org/;N/A
3899;2;Grow Africa;Partnership platforms for the SDGs;Checked - In;MSP;INI;2;Grow Africa is a public–private partnership platform that fosters inclusive and sustainable agricultural development across Africa by connecting stakeholders (governments, private sector, farmers, civil society) around investment, agribusiness growth and smallholder support. Its approach encourages responsible agribusiness investment, value-chain development, technical assistance and inclusive growth to raise productivity, incomes and food security, with the aim of transforming agriculture into a driver of sustainable development and shared prosperity across rural communities. ;01 January 2011;ongoing;Governments of multiple African countries, African Union, African Development Bank, World Economic Forum, AGRA (Alliance for a Green Revolution in Africa), Private agribusiness companies (e.g., Yara International, Syngenta, Dangote Group), Civil-society organizations, Farmer organizations, Impact investors, Donor agencies.;https://www.growafrica.com/;N/A
3900;2;Grow Asia;Partnership platforms for the SDGs;Checked - In;MSP;INI;2;Grow Asia is a multi-stakeholder partnership platform established by the World Economic Forum and regional partners to catalyze inclusive, resilient and sustainable food systems across Southeast Asia. By brokering collaborations among public and private actors, farmers, civil society, academia and investors, Grow Asia supports thematic areas such as agri-food innovation, women’s economic empowerment, responsible investing and climate-resilient agriculture. Its network — with more than 700 public, private and civil-society organisations — facilitates knowledge sharing, policy engagement, sustainable agribusiness, value-chain transformation and investment to strengthen smallholder livelihoods and build regional food security.;01 January 2015;ongoing;ASEAN Secretariat, World Economic Forum, National governments in Southeast Asia, International NGOs (Mercy Corps, Pact, etc.), Agribusiness companies (Unilever, Syngenta, Cargill, Olam), Local SMEs, Farmer organizations, Development agencies (USAID, DFAT, GIZ), Research institutions;https://www.growasia.org/;N/A
3902;2;Scaling Up Nutrition (SUN) Movement;Partnership platforms for the SDGs;Checked - In;MSP;INI;2;The Scaling Up Nutrition Movement is a global, multi-stakeholder effort to eliminate all forms of malnutrition by aligning governments, civil society, donors, business and researchers behind common national nutrition strategies. By promoting investments, evidence-based policies and coordinated action — especially targeting maternal and child nutrition, food systems, and under-nourished populations — SUN seeks to improve access to adequate, nutritious diets, reduce stunting and wasting, and ensure sustainable nutrition outcomes as part of long-term development and health equity.;01 January 2010;ongoing;65+ National Governments, United Nations agencies (UNICEF, WHO, WFP, FAO, UNDP), Donor Network (USAID, DFID/FCDO, EU, Gates Foundation), Civil Society Network (Save the Children, Concern Worldwide, CARE), SUN Business Network (over 1,500 companies), Academia and research institutions;https://scalingupnutrition.org/;N/A
